2014 SVI Unemployed Encoding,2015 SVI Unemployed Encoding,2016 SVI Unemployed Encoding,2017 SVI Unemployed Encoding,2018 SVI Unemployed Encoding,2019 SVI Unemployed Encoding,2020 SVI Unemployed Encoding
14.310441,12.502057,10.649528,8.938102,7.2249274,8.492839,9.705749
-49.579082,-49.079983,-48.3884,-49.05118,-49.71452,-49.72771,-49.505165
99.5142,100.37178,101.31669,102.248764,103.18232,102.811424,102.541046
-53.141834,-52.978985,-52.93711,-54.60016,-56.262737,-55.89616,-55.669132
-2.23597,-2.0982823,-2.061625,-2.0005307,-1.9401642,-1.4457527,-1.0816408
-58.49863,-59.237885,-59.7793,-59.13097,-58.48417,-57.050705,-55.37954
78.45127,79.15126,79.81654,77.99611,76.17562,76.18453,76.1574
-5.632629,-5.9541345,-6.2567368,-6.0094743,-5.7625575,-4.9549875,-4.1280723
-31.395414,-31.641731,-31.821733,-32.66312,-33.505096,-34.371178,-35.149624
-28.61369,-28.343956,-28.029171,-27.951046,-27.873337,-28.369001,-28.807053
-107.54435,-107.11028,-106.81111,-104.42553,-102.04093,-100.26864,-98.67362
49.038292,50.173058,51.472908,52.431778,53.389843,52.870243,52.551884
18.180367,17.462658,16.622652,18.157408,19.690596,22.42047,24.99346
-16.32316,-16.24128,-16.223639,-16.470407,-16.718765,-14.753689,-12.864489
34.064213,32.495354,30.83569,28.908806,26.981853,27.266203,27.443628
-52.33121,-52.65968,-53.109592,-51.638645,-50.16647,-48.237347,-46.458073
15.794625,15.888462,15.793331,12.917366,10.040388,8.001066,5.729339
4.087596,4.4511476,4.832204,8.444999,12.057567,12.645685,13.256988
-45.172325,-45.852306,-46.493664,-46.935764,-47.37904,-47.123436,-46.818996
-56.58015,-56.50145,-56.251263,-55.32504,-54.397842,-55.498985,-56.386402
38.016552,37.36463,36.612537,36.258263,35.90461,35.215866,34.39931
73.563545,76.733925,80.01496,80.200294,80.3848,81.44204,82.63803
75.87399,74.65796,73.2249,71.782,70.338905,68.517944,66.429855
-29.429142,-30.411846,-31.22789,-30.56985,-29.909836,-30.947872,-31.781488
-48.286156,-48.529324,-48.885075,-48.630344,-48.376747,-49.239777,-50.242413
-67.06583,-66.57777,-66.169075,-64.75695,-63.345165,-62.818092,-62.39473
-78.415924,-76.26608,-74.06125,-74.086716,-74.11353,-73.400986,-72.618866
-2.6778412,-2.6032,-2.621647,-0.27493948,2.0710688,4.6213403,7.0501184
-60.339294,-59.52586,-58.77321,-59.069447,-59.366547,-56.70044,-54.103745
65.85885,66.83224,67.93284,69.17881,70.4257,73.10086,75.92896
-15.438661,-16.834671,-18.279028,-19.089996,-19.901455,-20.786224,-21.737543
2.7680871,3.1006334,3.3095305,4.601123,5.8925815,5.5853014,5.1240363
20.735039,22.866241,24.804993,24.833862,24.86325,24.300747,23.500916
-33.827156,-34.165638,-34.30907,-36.442528,-38.577805,-39.222794,-39.62585
88.09378,88.785126,89.256256,88.68595,88.11691,85.77929,83.17375
79.4796,80.95219,82.646805,85.06062,87.475235,88.76776,90.32547
7.142354,7.144147,7.0736456,6.5066175,5.939252,5.3405523,4.660779
64.86427,62.653576,60.444366,58.935734,57.42641,56.88325,56.35086
-91.85836,-90.46294,-89.24957,-86.85339,-84.457825,-84.802376,-85.372856
-115.11478,-116.55602,-117.948555,-117.59104,-117.23344,-117.0855,-116.87491
-33.360226,-31.426365,-29.453682,-26.70019,-23.94613,-21.618849,-19.237476
18.317497,18.253902,18.385761,18.036846,17.68882,16.553963,15.659635
-23.899775,-22.887812,-21.646849,-22.128468,-22.612076,-21.260666,-19.625002
-60.205425,-59.783306,-59.192963,-58.568695,-57.94478,-56.41672,-54.674133
8.249742,8.281417,8.526112,7.8273077,7.1274853,4.8009005,2.7379723
4.256656,3.9667027,3.5563004,5.234386,6.911633,7.194838,7.3304086
-14.430842,-13.850246,-13.20969,-13.618529,-14.027741,-14.097625,-14.092641
-67.73787,-68.66275,-69.54736,-69.92235,-70.29771,-69.69699,-69.04366
30.369783,30.640701,31.129023,31.352556,31.57649,34.091084,36.865707
47.502594,47.910072,48.255234,49.62802,51.002304,49.868526,48.654972
-22.07966,-23.267805,-24.545181,-25.947546,-27.351107,-29.391872,-31.53501
-21.461979,-21.0941,-20.874123,-21.307695,-21.7411,-22.605984,-23.64479
36.64628,35.294334,34.016827,34.25744,34.497467,36.38954,38.36511
-44.215786,-44.232033,-44.44587,-44.852802,-45.259876,-45.92876,-46.845726
-23.770761,-24.835842,-26.051344,-26.567732,-27.086473,-26.661413,-26.42536
-0.13521524,-0.41157383,-0.612431,-0.28634495,0.03867297,2.643517,5.337136
-51.745216,-51.29956,-50.842945,-49.31781,-47.793842,-46.577274,-45.351505
-72.999825,-73.288605,-73.82058,-73.09649,-72.372734,-69.5531,-67.03743
-22.552364,-22.389122,-22.24289,-22.426876,-22.608765,-22.152468,-21.71428
52.651703,51.52273,50.62248,49.73059,48.838753,48.320747,48.092438
-1.0024236,-0.47250885,0.21649605,1.3550917,2.4942575,2.2565331,2.2074208
-70.18331,-69.56962,-68.89713,-68.5477,-68.197624,-65.738594,-63.213024
-7.9314127,-7.9997234,-8.040211,-10.167287,-12.294472,-12.196843,-12.061924
-8.886685,-8.975353,-9.151322,-6.7073646,-4.261869,-4.2834196,-4.4171586
28.77289,27.90116,27.00268,24.141994,21.282957,21.172823,21.029074
-8.133771,-8.385205,-8.509352,-12.599745,-16.689337,-18.894472,-20.935408
-0.98150855,-0.09654743,0.62625617,2.5708616,4.5159383,5.5534635,6.3860993
4.2236385,4.0799117,4.122916,4.2479353,4.3738174,5.331293,6.511196
-27.909472,-27.635046,-27.386452,-26.793764,-26.199224,-26.047686,-25.929422
45.343388,45.04311,44.861877,44.569664,44.27752,44.5548,44.978157
27.124487,27.198866,27.180593,27.30476,27.428814,28.94021,30.332928
-33.91808,-32.944035,-32.004395,-30.653332,-29.301529,-29.947975,-30.635323
4.8097053,4.5719304,4.4959807,5.6365256,6.7764,5.917971,5.254002
-94.06054,-93.78951,-93.34607,-93.3783,-93.41192,-93.12987,-92.641335
16.749842,16.388012,16.172468,15.883577,15.595044,14.093544,12.776056
-72.728714,-72.47439,-72.34179,-71.14942,-69.95822,-69.528755,-69.252525
-14.152531,-14.635442,-14.931272,-14.40309,-13.873484,-16.22543,-18.355639
-8.55034,-7.9054623,-7.1601505,-7.629113,-8.098632,-6.043044,-3.868329
36.756374,37.11238,37.363758,35.925396,34.487663,31.957499,29.296497
32.00333,31.12611,30.097534,28.401604,26.706577,26.767586,26.642277
-59.21306,-59.415234,-59.432045,-59.757164,-60.08386,-59.339016,-58.368496
-26.153543,-24.65338,-22.961996,-19.546806,-16.131958,-13.44931,-10.533428
-1.3146541,0.14249732,1.7303803,3.5245864,5.3197713,6.8173923,8.475957
37.977554,37.668118,37.32308,36.741222,36.158924,36.35311,36.512157
-71.44464,-70.84359,-70.3575,-70.41888,-70.47967,-68.86632,-67.38494
4.765151,5.702592,6.8364716,5.614665,4.3929443,6.5778627,9.017662
-103.32462,-103.49843,-103.49056,-102.6646,-101.84033,-99.268524,-96.46802
-11.899445,-13.037831,-14.07906,-16.042517,-18.006283,-19.13023,-20.136377
12.161367,10.813324,9.608847,8.880795,8.152792,6.890255,5.805031
78.10165,78.73108,79.25472,78.97931,78.705345,77.84549,76.84916
64.77585,62.892838,61.12089,58.282093,55.442657,55.257595,55.215923
0.48865762,0.20089404,0.10240428,0.24159305,0.38045946,0.93511266,1.7253367
81.598656,80.279366,79.04465,77.83359,76.623604,78.18841,79.85868
-21.738964,-19.404154,-16.985811,-14.717849,-12.448056,-12.839306,-13.133093
-46.128937,-48.124077,-49.93364,-49.348503,-48.76284,-48.429153,-47.865376
-61.829967,-61.317715,-60.67859,-58.28887,-55.89895,-55.18123,-54.31041
55.362907,56.73153,58.322914,58.52627,58.729607,58.807144,59.15823
72.93703,71.78747,70.64337,70.77971,70.917336,70.91709,70.91364
41.00209,41.292355,41.58295,40.513046,39.441742,40.996273,42.54688
43.69778,43.972492,44.338863,47.501637,50.664974,49.32348,48.094143
-16.426416,-16.3752,-16.47328,-17.392948,-18.312641,-18.884031,-19.641329
34.441986,34.55826,34.459095,32.681606,30.904596,31.226786,31.284552
-7.2771206,-7.8494267,-8.56773,-8.507289,-8.447324,-5.807348,-3.3524036
-105.68667,-106.26216,-107.033295,-107.24335,-107.45343,-105.07127,-102.92621
22.788916,23.634832,24.676916,25.395628,26.112764,25.170118,24.46476
55.16381,57.2116,59.422066,61.53248,63.64456,62.802067,62.163948
-34.965717,-35.00378,-35.138958,-34.28632,-33.433403,-35.275875,-37.237595
-0.7086971,-0.8811643,-1.0191152,0.7410853,2.5022452,2.9133303,3.3673794
-24.612005,-25.221605,-25.977594,-26.532145,-27.086515,-24.486925,-22.062742
-30.966667,-31.889393,-32.909893,-34.844982,-36.779964,-36.82781,-36.997055
-11.471868,-10.022037,-8.627734,-8.460228,-8.291236,-7.9476175,-7.677034
48.52986,50.451164,52.18611,54.251755,56.317005,55.14323,53.738533
1.9187064,0.47183806,-0.89058965,-4.002912,-7.1157246,-7.9848647,-8.7491665
-42.560894,-40.31178,-38.018967,-34.812607,-31.604874,-31.628214,-31.60477
-18.95566,-20.314955,-21.835533,-23.163557,-24.492004,-26.705086,-29.112455
-7.3456173,-8.326632,-9.307377,-10.018722,-10.730391,-10.4238615,-10.11704
55.006626,54.592747,54.107933,52.984005,51.861748,51.66187,51.379295
4.613814,4.38973,3.9805949,2.8145583,1.6485933,3.3780472,4.8852267
-7.3057995,-7.649206,-8.088012,-3.9732313,0.14182569,0.52622986,0.79385567
-30.70701,-32.77674,-35.0704,-33.391994,-31.714724,-32.98911,-34.544903
20.220657,19.653067,19.262825,19.915556,20.567074,19.473644,18.59643
-20.706556,-20.929688,-20.933939,-21.604958,-22.27678,-24.278986,-26.021667
-16.673084,-16.464123,-16.162512,-18.00186,-19.841936,-20.623156,-21.286638
27.118708,26.927103,26.876236,26.793213,26.70973,23.654135,20.78155
-0.8647838,-0.36918792,0.0793337,0.8098406,1.5413765,0.019639412,-1.5571259
-68.20398,-67.4756,-66.63436,-65.983765,-65.33212,-65.69253,-65.91911
26.327864,25.020048,23.850142,22.85184,21.853025,19.787083,17.89449
17.20534,18.401264,19.694159,18.860897,18.028101,17.816517,17.728552
12.571251,13.039261,13.341696,12.105805,10.869805,11.764422,12.4610615
70.46885,70.354836,70.066956,69.33155,68.59577,68.43531,68.0608
-30.610327,-32.566128,-34.381374,-36.620007,-38.858868,-38.54852,-38.05834
5.446772,3.8283179,2.0215113,1.2896847,0.55790365,1.9668144,3.1465933
-23.58574,-24.639824,-25.466259,-27.316614,-29.166891,-29.78569,-30.127361
9.974659,9.475388,9.101212,7.404619,5.7076354,6.559401,7.5594134
7.266242,5.4623117,3.7166903,0.6807663,-2.3558853,-3.4506276,-4.4755545
-37.863323,-37.269783,-36.50722,-36.531796,-36.55675,-37.530773,-38.288048
-9.39445,-10.881532,-12.426106,-12.779931,-13.133246,-11.841649,-10.621642
-2.4636154,-3.9643586,-5.3155894,-8.171364,-11.026822,-13.829269,-16.442474
44.0,44.166286,44.490917,42.82349,41.156006,39.552666,38.140713
-6.565157,-6.809465,-7.103186,-8.254531,-9.4057665,-8.244075,-7.142171
-17.725574,-17.06882,-16.599892,-14.402373,-12.20576,-8.806764,-5.649186
64.49796,64.464615,64.52743,62.86171,61.19702,59.700016,58.32245
63.38548,62.863117,62.112743,60.468697,58.82477,55.564053,52.0223
5.8942046,5.9217944,6.15557,6.530631,6.906209,8.808171,10.959125
-23.214828,-23.053314,-22.929058,-21.409649,-19.889444,-17.504206,-15.1619005
58.636692,58.266582,58.064274,58.169872,58.27489,59.205723,60.34826
3.5370882,3.3799398,3.114992,4.426609,5.7394342,8.2356205,10.593424
-31.399734,-32.40111,-33.553078,-33.277264,-33.000137,-31.803917,-30.796968
5.6839023,4.7814913,3.679761,2.7808623,1.8835331,2.1750302,2.2201276
-76.52723,-77.010376,-77.489136,-77.81347,-78.13917,-77.298874,-76.462
79.22241,78.18371,76.9067,72.89855,68.89235,65.75968,62.335236
-19.268578,-19.219696,-19.332115,-21.043106,-22.753807,-22.832203,-23.100136
-8.035153,-9.129658,-10.358759,-12.3294525,-14.300812,-13.443986,-12.750128
-4.423976,-3.343856,-2.3039525,-3.0720637,-3.8397315,-5.3788643,-6.9753423
-59.17714,-59.55583,-59.9173,-61.094933,-62.274685,-60.89408,-59.484344
-105.38123,-106.560936,-107.90394,-108.46908,-109.03625,-108.71009,-108.57568
25.207819,25.281977,25.366787,25.049274,24.731756,26.040136,27.363829
-35.149815,-36.341724,-37.759884,-38.98316,-40.207737,-40.35706,-40.78907
-20.482483,-21.186155,-21.920559,-21.733429,-21.547329,-20.754131,-20.001368
70.3741,69.38837,68.3643,67.38604,66.40997,64.53426,62.61122
-50.375397,-49.868927,-49.515297,-50.01921,-50.52256,-49.992115,-49.653778
-7.904937,-7.8657784,-7.984234,-7.428799,-6.874102,-5.7598977,-4.841366
20.410738,19.224712,18.054693,17.451935,16.85009,16.224081,15.618728
78.42864,78.676476,79.09213,77.50043,75.91005,75.89155,76.07239
28.1243,28.87095,29.428474,31.25235,33.077473,32.004005,30.69874
-12.784257,-11.894475,-11.21251,-9.867211,-8.521588,-7.369309,-6.47794
-13.196104,-12.087347,-10.889507,-11.102827,-11.315684,-12.860627,-14.2886505
8.414534,9.690375,10.861528,12.721908,14.5821295,16.052536,17.388857
70.24717,70.8694,71.29434,69.742165,68.189804,69.81064,71.190475
29.35764,30.017612,30.866116,33.35191,35.838196,36.58863,37.578873
42.36969,41.721172,41.095585,40.31917,39.543076,37.44858,35.38728
17.972368,16.325403,14.648205,16.287008,17.926939,18.206703,18.448957
-2.4996045,-1.9744408,-1.5651486,0.38975593,2.345515,1.6757753,0.8723933
14.304918,11.936262,9.597398,5.080031,0.56285614,-0.6300407,-1.7807852
76.373886,76.48623,76.63028,76.01033,75.39101,74.82162,74.29462
-67.32838,-66.51061,-65.77629,-66.06859,-66.36232,-65.55018,-64.834206
22.642103,21.64855,20.605707,21.439016,22.27291,22.022057,21.714
34.434097,32.70384,30.905422,32.540188,34.17512,35.413612,36.570454
-30.198288,-30.303366,-30.297684,-31.026407,-31.755259,-32.660828,-33.429592
-6.0060697,-5.203247,-4.3704886,-4.320642,-4.269933,-3.5833972,-2.8616765
-26.200981,-24.660004,-23.312092,-20.186928,-17.06063,-14.199498,-11.573861
-114.13385,-114.059616,-113.94152,-110.73857,-107.53521,-105.93875,-104.29515
-56.173042,-57.324066,-58.25605,-58.366493,-58.476875,-58.909897,-59.071503
-19.306248,-19.633486,-20.068836,-23.216179,-26.364206,-25.640015,-25.043724
32.0431,32.677242,33.267006,33.464905,33.663223,33.88536,34.04608
13.98433,15.208655,16.465996,18.352499,20.240736,21.82138,23.439182
24.964722,26.529583,28.174969,29.23317,30.29238,29.767824,29.343292
-99.008995,-98.4502,-97.65991,-98.174995,-98.689766,-99.633194,-100.29426
-19.195168,-19.062683,-18.701328,-18.830238,-18.959892,-19.59024,-19.943705
-9.747474,-10.160385,-10.570598,-10.416305,-10.264495,-8.52035,-6.7711134
-18.044102,-17.741663,-17.442558,-17.400234,-17.357338,-16.033978,-14.718003
-46.127254,-46.4809,-46.666477,-44.950035,-43.234715,-41.88716,-40.336166
-25.746006,-24.767086,-23.945957,-24.524328,-25.102163,-24.45596,-24.01136
-87.358986,-86.46721,-85.441345,-85.58534,-85.72955,-83.955956,-82.01883
-12.783474,-13.217919,-13.83788,-15.168998,-16.501297,-18.890762,-21.51234
83.92537,85.11583,86.330795,87.817924,89.30533,89.67878,90.08797
-28.26074,-29.997547,-31.610043,-31.021273,-30.432648,-29.871365,-29.16153
39.772823,40.858456,41.912586,42.551174,43.18994,43.401485,43.56771
20.485922,20.620955,20.843393,18.57807,16.313,15.282308,14.361413
11.4810295,11.25312,11.239779,10.205571,9.171118,8.751884,8.59594
4.515094,3.0754325,1.3993309,-1.9413807,-5.282035,-5.286849,-5.5897264
-17.448618,-18.143454,-18.966417,-22.09464,-25.22431,-29.221949,-33.375607
4.20235,5.147523,6.289164,4.9225802,3.5554748,1.7916776,0.2662326
-35.1752,-34.15701,-33.004513,-33.825455,-34.647243,-34.22831,-33.63796
-56.703415,-55.245365,-53.65463,-50.471317,-47.28704,-47.13319,-46.818123
69.41421,69.11378,68.74003,66.74703,64.75317,62.290752,59.733936
-34.020653,-31.527405,-28.900043,-28.041252,-27.183123,-27.152622,-26.954552
16.306036,16.627302,17.104013,17.408531,17.712597,14.949156,12.376368
-82.3627,-82.31358,-82.38635,-81.31132,-80.23684,-80.22673,-80.36658
44.876198,45.017696,45.062996,46.46566,47.868355,50.10102,52.21711
36.531933,36.38749,36.18924,34.824127,33.46031,32.459625,31.387875
-79.40033,-80.08739,-80.863144,-80.47933,-80.09613,-80.50731,-81.02641
45.70028,45.215347,44.93817,44.885357,44.832535,45.52639,46.46862
-126.380714,-125.57874,-124.65774,-122.685585,-120.7141,-120.04713,-119.23258
22.807325,23.874117,24.711376,28.27065,31.830366,36.28443,40.45262
-38.921944,-38.413605,-37.674397,-36.881214,-36.08865,-35.83027,-35.289658
44.934826,45.425514,45.93868,48.02185,50.10539,48.82591,47.57156
-8.22289,-7.7369113,-7.264053,-6.5202575,-5.77745,-5.2723517,-4.7880692
-0.695971,1.3742633,3.6354947,5.073664,6.512831,6.8502393,7.4244847
-74.03574,-73.92564,-73.89503,-74.90226,-75.91003,-78.26006,-80.7095
36.344204,36.83352,37.527378,37.65728,37.787933,36.947502,36.353798
2.1660528,3.4257207,4.5448685,6.669756,8.795368,10.1314745,11.286286
-88.8131,-89.6148,-90.30475,-90.63705,-90.970436,-93.58606,-96.06239
-6.878529,-8.215812,-9.337559,-10.954984,-12.572538,-13.474408,-14.104197
27.877092,28.714937,29.496822,33.002514,36.508266,37.480473,38.38277
25.43112,26.067354,26.61329,25.857037,25.102297,23.920284,22.627092
-7.221357,-6.7204447,-6.3158674,-3.3991213,-0.48176584,0.8254546,2.0150042
0.18073618,-1.2396721,-2.5017893,-4.5438695,-6.584719,-8.236588,-9.696421
-19.306063,-18.052048,-16.940922,-14.949578,-12.958335,-12.320325,-11.855334
-67.31446,-66.71424,-66.26998,-63.361595,-60.452003,-61.220078,-62.182426
-39.533512,-37.607475,-35.908512,-35.56754,-35.226902,-33.724,-32.511158
-96.563225,-97.236305,-97.89115,-96.38895,-94.88491,-91.70236,-88.50878
29.763996,29.504805,29.232285,29.456106,29.68003,30.544117,31.38203
-15.710148,-14.716255,-13.70635,-11.37255,-9.038853,-7.889305,-6.720064
-45.046658,-45.149876,-45.287296,-45.23052,-45.172867,-46.458916,-47.79503
46.51199,46.21836,45.718426,43.938023,42.157917,40.363255,38.315727
-8.30596,-8.635111,-9.029111,-6.9768076,-4.9247913,-4.688957,-4.5367346
28.289703,27.699356,27.20295,25.685738,24.168182,24.326439,24.59402
24.077332,24.764523,25.454418,27.028671,28.604265,30.00613,31.412106
-61.939316,-61.94773,-61.948822,-61.63428,-61.319633,-61.637585,-61.941425
-75.24882,-74.027565,-72.94569,-71.00808,-69.071526,-68.18978,-67.48148
26.703268,26.750381,26.877033,29.621214,32.364834,34.216286,36.15543
-7.317159,-7.071789,-6.984243,-8.169486,-9.354929,-8.972441,-8.784195
-23.555227,-23.820631,-24.013412,-24.650831,-25.287436,-25.574554,-25.771807
-4.620727,-6.170641,-7.4880924,-8.701444,-9.916106,-10.372684,-10.543287
-5.2960978,-4.1836143,-3.302617,-1.8818921,-0.4599763,-1.6588935,-3.1449575
9.879298,9.348253,8.682617,8.03142,7.379462,6.6884646,5.8280616
1.0791696,0.40065518,-0.07478771,-0.101727106,-0.12942372,-3.3912148,-6.391688
26.260092,25.579443,24.8475,25.038305,25.2291,24.704292,24.114754
-34.337086,-33.29535,-32.38226,-31.47512,-30.567308,-28.911942,-27.413074
16.488873,14.588199,12.510455,12.471797,12.432777,13.146444,13.642811
-68.86064,-69.20102,-69.32756,-70.36561,-71.40438,-71.504715,-71.3376
-4.034944,-4.3466573,-4.7883067,-5.32811,-5.8679576,-7.8100533,-9.912712
10.1911545,10.833956,11.38586,9.863928,8.341324,7.642588,6.835348
-14.876462,-15.581319,-16.173853,-17.577768,-18.981163,-20.93483,-22.746258
-53.789455,-56.54682,-59.431725,-57.28653,-55.140053,-54.150753,-53.327423
13.792285,14.430989,15.017594,17.135859,19.254206,20.478931,21.636324
73.81474,73.274925,72.49764,73.26491,74.031525,71.19654,68.07703
-39.037457,-40.02357,-40.79244,-43.732105,-46.672,-47.90123,-48.858322
48.551884,49.443054,50.127773,50.590252,51.05237,51.837765,52.373066
-10.506821,-10.685736,-10.991868,-8.652756,-6.3132157,-5.1655965,-4.173392
51.609753,52.179302,52.67898,55.85525,59.032574,61.553577,63.984707
55.438763,54.5027,53.417442,50.74885,48.08114,45.072586,41.87947
36.90953,37.77495,38.858967,37.952106,37.04772,34.755917,32.72955
-29.836988,-27.923738,-26.223198,-23.525139,-20.827457,-19.148245,-17.736147
14.460224,13.511076,12.386199,11.195137,10.004543,9.845541,9.467175
-127.28428,-128.82544,-130.42482,-130.67915,-130.93343,-127.768974,-124.68314
-38.617065,-37.404682,-36.07284,-35.64438,-35.217472,-35.479332,-35.59236
25.335567,24.356516,23.563774,25.469921,27.376219,27.968336,28.789766
0.10913025,-0.78266203,-1.8884951,-1.8333994,-1.776713,-2.6463687,-3.7845275
-40.48194,-40.978115,-41.476017,-40.924038,-40.372776,-43.467365,-46.558006
49.012238,49.24156,49.654667,48.10517,46.555943,45.650925,44.974895
-24.599226,-25.248093,-25.840883,-24.819273,-23.798315,-22.844069,-21.819826
-20.62127,-20.991161,-21.263123,-20.687286,-20.110561,-21.496906,-22.76136
7.151946,6.3171377,5.5776095,1.0024678,-3.572016,-5.2298045,-6.760554
8.724332,9.816113,10.769023,8.332936,5.896803,7.8395977,9.608561
65.04117,66.06861,67.06212,67.30812,67.55369,67.130295,66.666046
66.771164,66.735344,66.89489,66.69208,66.489204,64.5856,62.925957
-20.541014,-21.086578,-21.708237,-21.879436,-22.05036,-20.4336,-18.90772
-46.29985,-47.995934,-49.453094,-50.08972,-50.726334,-52.389526,-53.762466
52.182884,53.066624,53.961384,54.58588,55.21058,54.350357,53.50233
-31.331066,-29.77465,-28.059492,-27.618132,-27.176407,-30.512774,-33.651962
-59.702484,-60.248356,-60.96476,-60.34562,-59.72736,-58.622902,-57.716595
53.481567,53.049587,52.641117,50.525955,48.41108,46.069386,43.758938
-7.2523456,-7.21277,-7.348861,-6.481237,-5.6134467,-4.8888803,-4.378987
-74.93805,-74.10744,-73.15588,-71.58817,-70.021515,-68.86642,-67.56689
48.78529,50.30208,51.704437,53.815147,55.92753,57.14209,58.21229
97.263885,96.85767,96.26901,94.358444,92.44849,90.234604,87.80141
46.46621,44.799538,43.114475,41.358192,39.601944,39.66188,39.694736
-21.078157,-20.876663,-20.844511,-22.676643,-24.50927,-23.26778,-22.24008
-81.18321,-81.57527,-82.21364,-83.69786,-85.18281,-84.90163,-84.92395
-38.688416,-39.035625,-39.374676,-40.545418,-41.715973,-43.411327,-45.088863
18.979593,19.999458,20.958382,20.54602,20.133411,20.163774,20.122643
49.096134,48.467266,47.940193,48.70873,49.477432,50.037544,50.730698
-26.03626,-26.062464,-26.177107,-24.292933,-22.407827,-21.150091,-20.002771
10.951803,10.590843,10.115742,10.40327,10.689862,11.032874,11.228093
5.2030544,6.1547003,6.9206505,6.159568,5.3987455,6.658409,7.6918373
-31.578974,-31.077124,-30.567162,-31.153036,-31.738632,-33.286716,-34.825073
0.5069681,0.02832179,-0.25221175,3.0791142,6.412718,8.302105,10.4340925
44.846462,45.55556,46.25131,45.608242,44.96563,42.894547,40.81138
-51.87937,-53.68787,-55.733162,-56.68229,-57.632107,-57.115562,-56.885098
-6.093911,-6.181305,-6.023367,-4.4828167,-2.9430714,-2.1094189,-0.9710359
17.318151,15.112071,12.7515545,13.599258,14.445177,14.545945,14.453783
-11.184891,-11.412433,-11.604623,-12.349215,-13.094378,-14.352338,-15.572684
5.5586686,7.805695,9.956337,13.255384,16.554464,19.353127,22.035866
20.931755,20.80328,20.7728,20.962543,21.152315,22.200693,23.36716
2.0261042,3.5314734,4.8324347,6.0575695,7.2838945,6.8321753,6.119034
55.971592,54.78452,53.590626,53.732807,53.875465,53.68935,53.494614
34.797432,36.692524,38.58977,38.184,37.77855,37.68072,37.59168
3.4796898,4.6323857,5.8457875,5.4389033,5.032002,3.8480227,2.7380621
53.574917,54.9742,56.309116,55.451138,54.59425,53.45055,52.231613
-42.493176,-41.988728,-41.56975,-39.51064,-37.45068,-40.017773,-42.68984
-7.3394732,-7.5612845,-7.9822783,-11.358653,-14.7358,-14.830392,-15.167829
-122.69696,-123.547226,-124.6362,-123.118034,-121.60109,-120.37469,-119.44111
-15.048906,-14.867625,-14.88744,-13.33707,-11.786302,-10.91433,-10.289731
-41.677612,-40.906033,-40.028084,-38.53985,-37.05154,-37.473633,-37.765602
-14.439341,-14.851948,-15.277459,-12.4413,-9.605861,-8.655668,-7.715942
22.95632,23.033646,22.960428,24.57055,26.18129,24.50352,22.63784
-67.024124,-67.33377,-67.57629,-67.82149,-68.06712,-66.47523,-64.80424
84.18513,84.550285,84.73313,82.82819,80.924805,81.74975,82.353065
39.210537,39.717373,40.45164,37.61777,34.78518,34.140945,33.77896
-3.3427863,-3.6393685,-3.9656005,-7.477258,-10.989265,-15.301452,-19.648895
-65.03109,-65.93768,-67.01882,-65.748886,-64.47869,-63.70526,-63.138855
44.94007,44.25582,43.802593,43.16222,42.523285,41.192818,40.143177
-19.622252,-21.172205,-22.72391,-24.356838,-25.990206,-27.296282,-28.605886
13.902005,13.835766,13.610122,14.883961,16.156767,16.877922,17.406788
-13.8897705,-13.603088,-13.355694,-14.57292,-15.790634,-18.718506,-21.696846
-31.833912,-32.729702,-33.489132,-33.50069,-33.513794,-33.946712,-34.21375
-14.2899685,-15.053547,-15.688612,-14.529058,-13.36997,-13.605062,-13.6765995
-63.254982,-60.96493,-58.53053,-56.34814,-54.165695,-51.94504,-49.552822
-30.171473,-30.92026,-31.782108,-32.66291,-33.544968,-32.479015,-31.56228
-22.2754,-22.584835,-22.972034,-23.378765,-23.785892,-25.29522,-26.89621
-4.4662466,-5.0839977,-5.642861,-5.8778195,-6.11511,-3.7288477,-1.2613541
-63.311398,-62.49432,-61.699245,-57.718266,-53.73733,-49.539295,-45.37763
73.74436,72.01847,70.29272,67.139694,63.986973,63.591965,63.19395
0.5440656,-0.06881513,-0.8961619,-4.4134808,-7.931761,-9.534531,-11.392487
20.908031,21.427729,22.015749,21.565767,21.114996,18.899538,16.757788
28.902998,29.607496,30.470034,27.790192,25.109163,25.74864,26.58179
78.61527,78.47742,78.25385,77.9339,77.61584,78.95644,80.19613
-104.65867,-104.770515,-104.68046,-101.32883,-97.97872,-96.55601,-94.887764
102.836716,101.61762,100.496765,97.95545,95.41519,95.59743,95.9033
24.055317,24.720146,25.51419,24.727253,23.941605,24.113243,24.448936
-61.166054,-60.22315,-59.115192,-59.15959,-59.204433,-60.017216,-60.623615
17.430025,17.138626,16.889055,16.783781,16.677681,16.57108,16.513565
35.48179,34.315918,33.28983,32.861988,32.432987,32.6729,33.094616
20.070444,19.664675,19.10173,21.280375,23.45934,25.648447,27.641516
3.0857217,1.0161351,-1.0355102,-2.102269,-3.168672,-3.4005172,-3.610534
-20.069288,-18.26714,-16.613935,-14.978878,-13.343518,-13.322097,-13.4861555
42.523426,42.505432,42.664223,42.7438,42.822163,41.082035,39.55714
8.272238,9.191502,9.991731,10.077144,10.163392,8.74242,7.1734204
2.476294,2.3229146,2.1597896,3.6232266,5.0861793,6.7281613,8.357193
